429 ," Pankow are a German rock band, founded in East Berlin in 1981. Their name came from the Berlin district of Pankow, which was once home to most of the officials of the East German government. The band's original lineup consisted of Jürgen Ehle, André Herzberg, Rainer Kirchmann, Jäcki Reznicek and Frank Hille. Other members were Stefan Dohanetz, Ingo York and Jens Jensen.As their lyrics often contained criticism of the East German regime, they frequently encountered problems releasing their music. 'Like many writers, they were among the established names of aesthetic subversion,' the journalist Christoph Dieckmann wrote in a 1999 article published in Rolling Stone.With the fall of the Iron Curtain and the associated open access to media outside Germany Pankow also moved briefly into the focus of the Anglo-American journalism. The U.S. historian Timothy W. Ryback, known for his 1990 published book Rock around the bloc: a history of rock music in Eastern Europe and the Soviet Union, characterized Pankow as one of two most prestigious and most professional groups of East Berlin's rock music scene, writing that they 'originally showed the influence of the Rolling Stones, but has developed into a dynamic band that combines the energy of the Clash with the innovation of the Talking Heads.'In the song 'Langeweile' ('Boredom'), the criticism was expressed in the words 'Seen the same country too long, heard the same language too often, waited too long, hoped too much, bowed down to the old men too often'. The song 'Paule Panke' was banned by the state-run Amiga record label, while 'Langeweile' was banned from radio airplay; however, the band performed both at every concert.Pankow has occasionally been compared with the Rolling Stones  and have implemented many musical styles and theatrical projects in their history.
On November 3, 2011, Pankow commenced a 30-year anniversary tour. "
430 ," The blastocyst is a structure formed in the early development of mammals. It possesses an inner cell mass (ICM) which subsequently forms the embryo. The outer layer of the blastocyst consists of cells collectively called the trophoblast. This layer surrounds the inner cell mass and a fluid-filled cavity known as the blastocoel. The trophoblast gives rise to the placenta. The name 'blastocyst' arises from the Greek βλαστός blastos ('a sprout') and κύστις kystis ('bladder, capsule'). In other animals this is called a blastula.
In humans, blastocyst formation begins about 5 days after fertilization when a fluid-filled cavity opens up in the morula, the early embryonic stage of a ball of 16 cells.
The blastocyst has a diameter of about 0.1–0.2 mm and comprises 200–300 cells following rapid cleavage (cell division). About seven days after fertilization, the blastocyst undergoes implantation, embedding into the endometrium of the uterine wall. There it will undergo further developmental processes, including gastrulation. Embedding of the blastocyst into the endometrium requires that it hatches from the zona pellucida, which prevents adherence to the fallopian tube as the pre-embryo makes its way to the uterus.
The use of blastocysts in in vitro fertilization (IVF) involves culturing a fertilized egg for five days before implanting it into the uterus. It can be a more viable method of fertility treatment than traditional IVF. The inner cell mass of blastocysts is the source of embryonic stem cells, which are broadly applicable in stem cell therapies including cell repair, replacement and regeneration. "
431 ," Møre og Romsdal (Urban East Norwegian: [ˈmø̂ːrə ɔ ˈrʊ̀msdɑːl] (listen); English: Møre and Romsdal) is a county in the northernmost part of Western Norway. It borders the counties of Trøndelag, Innlandet, and Vestland. The county administration is located in the town of Molde, while Ålesund is the largest town.  The county is governed by the Møre og Romsdal County Municipality which includes an elected county council and a county mayor. The national government is represented by the county governor (currently the acting governor is Rigmor Brøste). "
432 ," Heard County High School is located at 545 Main Street in Franklin, Georgia, United States.The school's newspaper is The Warcry. "
433 ," Pilot Grove is an unincorporated community in Pilot Grove Township, Faribault County, Minnesota, United States. "
434 ," Śmiecheń [ˈɕmjɛxɛɲ] is a village in the administrative district of Gmina Biała, within Wieluń County, Łódź Voivodeship, in central Poland. It lies approximately 16 kilometres (10 mi) north-west of Wieluń and 90 km (56 mi) south-west of the regional capital Łódź. "
435 ," The Paraguaian hairy dwarf porcupine, Coendou spinosus, is a South American porcupine species from the family Erethizontidae. It is found in Argentina, Brazil, Paraguay and Uruguay.
They have a short tail and gray brown quills and feed on fruits, ant pupae, vegetables and roots.
This species was formerly sometimes assigned to Sphiggurus, a genus no longer recognized since genetic studies showed it to be polyphyletic. The population formerly recognized as the orange-spined hairy dwarf porcupine (Sphiggurus villosus) has been reclassified to this species. Its closest relatives are the bicolored-spined porcupine (Coendou bicolor) and the black dwarf porcupine (Coendou nycthemera). "
436 ," Stojkovići (Serbian Cyrillic: Стојковићи) is a village in the municipality of Foča, Republika Srpska, Bosnia and Herzegovina "
437 ," Aechmea caesia is a plant species in the genus Aechmea. This species is endemic to the State of Rio de Janeiro in Brazil. "
438 ," Abdur Razzaq (Arabic: عبد الرزاق‎) is a male Muslim given name, and in modern usage, surname. It is built from the Arabic words Abd, al- and Razzaq. The name means 'servant of the all-provider', Ar-Razzāq being one of the names of God in the Qur'an, which give rise to the Muslim theophoric names.The letter a of the al- is unstressed, and can be transliterated by almost any vowel, often by u. Because the letter r is a sun letter, the letter l of the al- is assimilated to it. Thus although the name is written in Arabic with letters corresponding to Abd al-Razzaq, the usual pronunciation corresponds to Abd ar-Razzaq. Alternative transliterations include ‘Abd ar-Razzaq, Abdul Razzaq, Abdur Razaq, Abdul Razzak and others, all subject to variable spacing and hyphenation.
The closely related but less common name Abdul Razzaq (Arabic: عبد الرازق‎) is difficult to distinguish from the other in transliteration, so some uses of it are included below.
It may refer to: "
439 ," Wang Guangying (Chinese: 王光英; Wade–Giles: Wang Kuang-ying; August 1919 – 29 October 2018) was a Chinese entrepreneur and politician. He was one of the most prominent 'red capitalists', a title bestowed on him by Premier Zhou Enlai. He founded Modern Chemical Works in the 1940s and served as Founding Chairman of China Everbright Group in the 1980s. His sister Wang Guangmei was the wife of President Liu Shaoqi, and for that connection he was persecuted and imprisoned during the Cultural Revolution, when Liu was ousted by Chairman Mao Zedong. Wang was rehabilitated after Mao's death and served as Vice Chairperson of the Chinese People's Political Consultative Conference (CPPCC) and Vice Chairperson of the National People's Congress (NPC). "
440 ," 'I'm a Little Bit Country' is the fourth episode of the seventh season of the American animated television series South Park, and the 100th episode of the series overall. It originally aired on Comedy Central in the United States on April 9, 2003. The episode title is based on the song 'Little Bit Country/Little Bit Rock and Roll' by Marty Cooper, as made famous by The Osmonds.
The episode aired around the time the U.S. launched a full-scale invasion of Iraq, starting the Iraq War. In the episode, the boys join some anti-war protesters because it's a free pass out of school for the day. Their simple plan to protest their way out of class goes south when they find themselves in the middle of the two opposing sides of the issue. Meanwhile, Cartman attempts a flashback to 1776 to avoid studying for his American History assignment.
The episode was written by series co-creator Trey Parker. It is similar to the 1972 film 1776 and concerns the U.S. invasion of Iraq. "
441 ," Don Gregorio Antón is a photographer and an Emeritus Professor of Art of Humboldt State University (HSU). During his 46-year career he has spoken nationally at universities and intercity schools in an effort to inspire and encourage students to realize their personal vision.

 "
442 ," Han Yue (Chinese: 韩悦; pinyin: Hán Yùe; Wade–Giles: Han Yue; born 18 November 1999) is a Chinese badminton player. She won the girls' singles title at the 2017 Asian Junior Championships, and the mixed team title at the World Junior Championships. Han was part of the national team that won the 2019 Tong Yun Kai Cup. Her best achievement in the individual event was a champion at the BWF World Tour Super 300 2018 Syed Modi International. "
443 ," Bocking is an area of Braintree, Essex, England, which was a former village and civil parish. In 1934 it became part of the civil parish of Braintree and Bocking, which is now within Braintree District.
It forms an electoral ward for Essex County Council elections, and gives its name to Bocking Blackwater, Bocking North and Bocking South wards of Braintree District Council. "
444 ," Central Michigan University (CMU) is a public research university in Mount Pleasant, Michigan. Established in 1892, Central Michigan University has more than 20,000 students on its Mount Pleasant campus and 7,000 students enrolled online at more than 60 locations worldwide.
CMU offers 200 academic programs at the undergraduate, master's, specialist, and doctoral levels, including programs in entrepreneurship, journalism, music, audiology, teacher education, psychology, and physician assistant. The School of Engineering and Technology has ABET accredited programs in Mechanical, Electrical, and Computer Engineering.  CMU has also established a College of Medicine, which opened in fall 2013. It is classified among 'R2: Doctoral Universities – High research activity'.CMU competes in the NCAA Division I Mid-American Conference in six men's and ten women's sports. "
445 ," Jamaica First German Presbyterian Church is a historic Presbyterian church located in the Jamaica neighborhood of Queens County, New York.

 "
446 ," Ralph Dennis (December 30, 1931 - July 4, 1988) was an American author of crime fiction, best known for his Hardman series of detective novels. The writer and anthologist Ed Gorman described him as 'the most beloved obscure private eye writer who ever lived'. "
447 ," John Ewing is the treasurer of Douglas County, Nebraska, USA. He is a member of the Democratic Party. In 2012, Ewing ran for the United States House of Representatives for Nebraska's 2nd District, but lost to incumbent Lee Terry. "
448 ," Carposina pusilla is a moth of the family Carposinidae. It was first described by Lord Walsingham in 1907. It is endemic to the Hawaiian island of Oahu.
The wingspan is 6.5-7.5 mm. "
449 ," Bodega was a Scottish band based in Glasgow, formed in March 2005. Its members met while they were studying together at the National Centre of Excellence in Traditional Music in Plockton, Scotland, from which they all graduated. The group was originally called Fiddle Dee Fiddle Dum.  They disbanded at the end of 2011, citing the changing musical trajectories of the band's principal founding members. "
450 ," The Battle of Noviodunum was fought in 369 between the Roman Empire and the Thervingi at Noviodunum, Moesia, modern-day Romania. At this time, the leader of the Thervingi, Athanaric was threatening northern Greece. Having repulsed the invaders at Daphne, Emperor Valens secured a decisive victory against Athanaric at Noviodunum. In September 369, Athanaric accepted an advantageous treaty with Valens, but peace between the Goths and the Romans would turn short-lived. "
451 ," The 1973–74 Michigan Wolverines men's basketball team represented the University of Michigan in intercollegiate college basketball during the 1973–74 season. The team played its home games in the Crisler Arena in Ann Arbor, Michigan, and was a member of the Big Ten Conference.
Under the direction of head coach Johnny Orr, the team tied with the Indiana Hoosiers  for the Big Ten championship.  The team earned the first of four consecutive NCAA Men's Division I Basketball Tournament invitations.Campy Russell and C. J. Kupec served as team captains, with Russell earning team MVP honors. Russell, the Consensus second team All-American, earned the Big Ten scoring championship with a 24.0 average in conference games. He also won the Chicago Tribune Silver Basketball as Big Ten Most Valuable Player.  Orr was named Big Ten Coach of the Year.Although the team began the season unranked, it was in the Associated Press Top Twenty Poll for twelve of the eighteen weeks during the season, rising as high as number six, where it finished the season.  The team ended the season ranked twelfth in the final UPI Coaches' Poll.The team set a school record for single-game assists on February 23, 1974, against Purdue with 32.  The record would stand until March 7, 1987. The team set the school single-game assists record of 32 on February 23, 1974, against Purdue. The record stood until March 7, 1987.In the 25-team 1974 NCAA Men's Division I Basketball Tournament, Michigan reached the elite eight in the Mideast region by earning a bye and defeating the Notre Dame Fighting Irish 77–68. The team then fell to the Marquette Golden Eagles 72–70. "
452 ," The Former Nakagomi School (旧中込学校, kyū-Nakagomi gakkō) is a surviving Giyōfū-style building from the Meiji period located in the city of Saku, Nagano、Japan. The site was designated a National Important Cultural Property of Japan in March 1969 and a National Historic Site of Japan in April 1969. 205373 "
453 ," Disease-modifying antirheumatic drugs (DMARDs) is a category of otherwise unrelated drugs defined by their use in rheumatoid arthritis to slow down disease progression. The term is often used in contrast to nonsteroidal anti-inflammatory drug (which refers to agents that treat the inflammation but not the underlying cause) and steroids (which blunt the immune response but are insufficient to slow down the progression of the disease).
The term 'antirheumatic' can be used in similar contexts, but without making a claim about an effect on the course. Other terms that have historically been used to refer to the same group of drugs are 'remission-inducing drugs' (RIDs) and 'slow-acting anti-rheumatic drugs' (SAARDs). "
454 ," The 1982 World 600, the 23rd running of the event, was a NASCAR Winston Cup Series race held on May 30, 1982 at Charlotte Motor Speedway in Charlotte, North Carolina. Contested over 400 laps on the 1.5 mile (2.4 km) speedway, it was the 12th race of the 1982 NASCAR Winston Cup Series season. Neil Bonnett of Wood Brothers Racing won the race.
During the early 1980s, the NASCAR Winston Cup Series was plagued with top teams running big engines and finishing in third place to avoid inspection. 
Tim Richmond was driving the car intended to be in the movie Stroker Ace but he crashed on lap 44, so they didn't have many live action shots for the movie. "
455 ," Zygogynum cristatum is a species of plant in the family Winteraceae. It is endemic to New Caledonia and is threatened by habitat loss. "
456 ," Early Learning House is a collection of four main educational video games and two compilations for the Windows and Macintosh platforms, developed by Theatrix Interactive, Inc. and published by Edmark software. Each different game focuses on a particular major learning category with selectable skill settings for preschooler, kindergarten and elementary learners. Millie's Math House (1992) on mathematics, Bailey's Book House (1993) on language, Sammy's Science House (1994) on science, and Trudy's Time and Place House (1995) on history and geography. A spin-off, Stanley's Sticker Stories (1996), sees players create animated storybooks with the series' characters. Millie & Bailey Preschool and Millie & Bailey Kindergarten each contain the combined activities from two of the four software products. In addition the programs can be configured by an adult mode to suit students with special needs. Most of the activities in every game have two modes, one to allow learners to explore and try it out for themselves and the other for learners to follow specific tasks set by the game characters. Learners also have the option to print pictures of creative activities and record sounds in phonics activities. Later the games were re-developed by Houghton Mifflin Harcourt Learning Technology and re-published by The Learning Company with newer graphics and additional activities. "
457 ," Colesevelam is a bile acid sequestrant administered orally. It was developed by GelTex Pharmaceuticals and later acquired by Genzyme.  It is marketed in the US by Daiichi Sankyo under the brand name Welchol and elsewhere by Genzyme as Cholestagel.  In Canada it is marketed by Valeant as Lodalis. "
458 ," Üitümen is a masculine given name of Mongolian origin. People with that name include:

Orgodolyn Üitümen (born 1989), Mongolian freestyle wrestler who competed at the 2012 and 2016 Summer Olympics
Tüdeviin Üitümen (1939–1993), Mongolian chess master "
459 ," Bradbury Norton Robinson Jr. (February 1, 1884 – March 7, 1949) was a pioneering American football player, physician, nutritionist, conservationist and local politician. He played college football at the University of Wisconsin in 1903 and at Saint Louis University from 1904 to 1907. In 1904, through personal connections to Wisconsin governor Robert M. La Follette, Sr. and his wife, Belle Case, Robinson learned of calls for reforms to the game of football from President Theodore Roosevelt, and began to develop tactics for passing. After moving to Saint Louis University, Robinson threw the first legal forward pass in the history of American football on September 5, 1906, at a game at Carroll College in Waukesha, Wisconsin. He became the sport's first triple threat man, excelling at running, passing, and kicking. He was also a member of St. Louis' 'Olympic World's Champions' football team in 1904.Robinson graduated from Saint Louis University in 1908 with a medical degree and practiced as a surgeon at the Mayo Clinic in Rochester, Minnesota.In World War I, he was commissioned a captain of infantry in the U.S. Army, arriving in France in 1918 where he became an instructor in the use of the newly-developed tank, later serving as a front line infantry officer in the last ten days of the war.He returned to France after the war to study advanced medical techniques at the University of Bordeaux. In the early 1920s, he oversaw the medical screening of immigrants while serving on the European staff of Hugh S. Cumming, Surgeon General of the United States.He returned to the United States in 1926 and practiced medicine in St. Louis, Michigan, where he was twice elected the city's mayor.In the 1940s, Robinson was among the first to warn against the dangers of DDT use in agriculture.

 "
460 ," Jesse Lee Brinkley (born November 14, 1976, Yerington, Nevada) is a professional super middleweight American boxer. "
461 ," Henry Highland Garnet (December 23, 1815 – February 13, 1882) was an African-American abolitionist, minister, educator and orator. Having escaped with his family as a child from slavery in Maryland, he grew up in New York City. He was educated at the African Free School and other institutions, and became an advocate of militant abolitionism. He became a minister and based his drive for abolitionism in religion.
Garnet was a prominent member of the movement that led beyond moral suasion toward more political action. Renowned for his skills as a public speaker, he urged black Americans to take action and claim their own destinies. For a period, he supported emigration of American free blacks to Mexico, Liberia, or the West Indies, but the American Civil War ended that effort. In 1841 he married abolitionist Julia Williams and they had a family. They moved to Jamaica in 1852 to serve as missionaries and educators. After the war, the couple worked in Washington, DC.
On Sunday, February 12, 1865, he delivered a sermon in the U.S. House of Representatives, 'the first colored man who has on any occasion spoken in our National Capital,' on the occasion of Congress's passage on January 31 of the Thirteenth Amendment, ending slavery. "
462 ," So You Want to Learn to Dance is a 1953 American comedy short black and white film directed by Richard Bare. It stars George O'Hanlon as Joe McDoakes. "
463 ," Suea Pa Road, also written as Sueapa or Sua Pa (Thai: ถนนเสือป่า; lit: wild tiger road) is a road and intersection in Bangkok. It's a short road in the areas of Pom Prap sub-district, Pom Prap Sattru Phai district and Samphanthawong sub-district, Samphanthawong district. The road separates from the front of Bangkok Metropolitan Administration General Hospital (BMA General Hospital) and ends at the intersection with Charoen Krung road. It's considered to be the intersection next to the S.A.B. intersection on Charoen Krung road located before Wat Mangkon Kamalawat (Wat Leng Noei Yi), the largest and most well-known joss house in Bangkok.
Suea Pa road was built in the King Vajiravudh (Rama VI)'s reign in 1921 due to the great fire in Tambon Trok Tao Hu on Charoen Krung road. On September 3, 1921, Pom Prap Sattru Phai was severely damaged. Because of the area in the neighbourhood, houses are built to scramble and there's not enough road to prevent danger in a timely manner. Ministry of Metropolitan (today's Ministry of Interior and BMA) by Minister Chao Phraya Yommarat (Pan Sukhum) requested the creation of a new road to the King. HM the King graciously built a new road as required and he gave the name Suea Pa to commemorate the Wild Tiger Corps, his personal affairs.
This road can be connected to Ratchawong road, which is the road separates from Yaowarat road and toward the Ratchawong pier (N5) on Chao Phraya river includes the old commercial district, Song Wat road and Sampheng lane.Presently, Suea Pa road is well-known as a large center of wholesale and retail for cell phone accessories and IT equipments with electric equipments alike nearby Khlong Thom neighbourhood .

 "
464 ," Gmina Bytów is an urban-rural gmina (administrative district) in Bytów County, Pomeranian Voivodeship, in northern Poland. Its seat is the town of Bytów, which lies approximately 79 kilometres (49 mi) west of the regional capital Gdańsk.
The gmina covers an area of 197.44 square kilometres (76.2 sq mi), and as of 2006 its total population is 23,568, of which the population of Bytów is 16,715, and the population of the rural part of the gmina is 6,853.
The gmina contains part of the protected area called Słupia Valley Landscape Park. "
465 ," Jonathan Clarkson Gibbs, II (September 28, 1821 – August 14, 1874) was a Presbyterian minister and a prominent African-American officeholder during Reconstruction. He served as the first and only black Secretary of State and Superintendent of Public Instruction of Florida, and along with Josiah Thomas Walls, U.S. Congressman from Florida, was among the most powerful black officeholders in the state during Reconstruction. "
466 ," Venus Bay is a wide bay and a township on that bay on the east coast of Victoria, Australia.  At the 2016 census Venus Bay had a population of 944.
The name Venus Bay was given to the bay by a French expedition under Nicholas Baudin.  This was apparently after George Bass's trading ship the Venus. (The expedition traded with Bass in Sydney in around 1801.)
The town of Venus Bay is situated on a narrow peninsula of land located 180 km south-east of Melbourne.  Originally named Evergreen the town takes its name from the body of water on its western shore.  On the eastern side of the peninsula is Anderson's Inlet, named after the settler Samuel Anderson.
Venus Bay has become a popular holiday retreat for people from Melbourne and is close to other popular South Gippsland tourist spots such as Phillip Island and Wilsons Promontory.  The permanent population hovers just below 1,000, however this can swell into the thousands during holiday periods.  The town is split into three 'estates'.  The First Estate is home to the only shopping strip in Venus Bay, consisting of a general store, pharmacy, surf shop / hair dresser, cafe, take-away shops, real estate agents, caravan park and a restaurant.  Three of Venus Bay's five surf beaches (Nos. 1, 2 and 3 beaches) are in the First Estate, with the Venus Bay Surf Livesaving Club located at the No. 1 Beach.  This is the only patrolled beach, although during the busy summer period surf patrols regularly make their way up and down the beaches to just beyond No. 5 beach.
The Venus Bay Community Centre is also located in the First Estate and runs a variety of programs and activities and is home to the Community Recycling Op Shop. In addition, the Community Centre runs a summer holiday program for kids and organizes the Summer Beach Shuttle Bus.
The Second Estate is home to Nos. 4 and 5 beaches as well as the popular fishing jetty on Anderson's Inlet.  At the edge of the Second Estate is an elevated viewing platform that allows visitors to look out across Anderson's Inlet and view the many kangaroos that call the quiet eastern shores home.
The Third Estate is a sparsely populated and underdeveloped area leading to the tip of the peninsula (Point Smythe).  This estate has the Doyle's Road foreshore reserve and the Point Smythe reservation, home to many wandering tracks that lead to secluded beaches on both shores of the peninsula and to the tip at the mouth of Anderson's Inlet.
The Tour de Tarwin is held every Easter and is a joint Venus Bay / Tarwin Lower initiative. Whilst it is a cycling event at heart, everyone including walkers are encouraged to participate.
In recent years the residents of Venus Bay and nearby Tarwin Lower (5 km closer to Melbourne) have fought off developers seeking to drain the environmental wetlands and set up marina and resort developments.  Today the fight appears to be strongly in the favour of the local residents.
In 2017, the locals at Venus Bay stated their displeasure over excessive harvesting of the pipi shellfish by daytrippers who came from Melbourne, mainly Chinese people. Some incidents of vandalism were reported from the area. However, the locals urged that the anger was not racially charged, but was an attempt to safeguard the ecological balance of the region. "
467 ," Boonesborough is an extinct town in Boone County, in the U.S. state of Missouri. Boonesborough was platted in 1836, and named after Daniel Boone. A post office called Boonesboro was established in 1839, and remained in operation until 1850. "
468 ," The 1988 Bowling Green Falcons football team was an American football team that represented Bowling Green University in the Mid-American Conference (MAC) during the 1988 NCAA Division I-A football season. In their third season under head coach Moe Ankney, the Falcons compiled a 2–8–1 record (1–6–1 against MAC opponents), finished in eighth place in the MAC, and were outscored by all opponents by a combined total of 333 to 159.The team's statistical leaders included Eric Smith with 1,306 passing yards, Mike McGee with 504 rushing yards, and Ronald Heard with 622 receiving yards. "
469 ," The Kuban-Black Sea Soviet Republic (May 30 – July 6, 1918) was part of the Russian SFSR. Its capital was Yekaterinodar.
It was created by merging the Black Sea Soviet Republic and Kuban Soviet Republic. Later, it was itself merged into the North Caucasian Soviet Republic. The leader of the republic was Avran Rubin. "
470 ," Mary Carmel Charles (15 July 1912 – 1999) was an author and the last fluent speaker of the Nyulnyul language of Western Australia. She was born to the Nyulnyul tribe in the Kimberley region of Western Australia at the Beagle Bay Mission.The text in Charles's book, Winin, is bilingual and at the back of the small book is a guide to pronunciation of Nyulnyul words and word lists translating to and from English.
The story is a traditional story written for children.  It is set 'In the dreamtime ...',  when the emu flies higher than all the other birds, and lives in the Milky Way.  The other birds who fly close to the ground are jealous.  The brolga tell the emu that if its wings were made smaller it would be able to fly even higher, and because the emu wants to fly higher it lets the other birds trim its wings.  With small wings, the emu can't fly at all and will always stay that way.
In the book Charles is quoted:

'I was born in Beagle Bay Mission.  My mother Angela Mandora and father brought me up.  I went to school at the Mission until I was fifteen.  The nuns taught me.  There's nobody else now who knows the language, only a few, one or two people but they don't know it well. I would like for children to learn Nyulnyul language.  I remember when I was young, my parents told me olden day stories about the emu and a brolga.  I began working with Bill McGregor on language years ago at Beagle Bay.  This is just one of the stories and I am glad it is published at last.  I'm proud the emu is in a book.  I will be eighty-two on the 15th July' "
471 ," Monte Shelton (1933 – June 16, 2019) was an American racing driver from Portland, Oregon. "
472 ," Andreas Neocleous & Co LLC was Cyprus's largest law firm. It was the only Cyprus firm to appear in Legal Business's 'Euro Elite' listing of the 100 most influential law firms in Europe and in  the list of 100 largest law firms in Europe, published by The Lawyer. It was founded in Limassol in 1965 by Andreas Neocleous and also has offices in Nicosia and Paphos in Cyprus, and in Brussels, Kiev, Prague, Budapest in mainland Europe and a number of non-exclusive arrangements with other overseas firms in specialist sectors, such as energy.Andreas Neocleous & Co specialised in serving international businesses and organisations and its main spheres of activity are cross-border investment and finance, shipping and large-scale commercial litigation. Andreas Neocleous & Co was ranked as the leading firm in Cyprus by Legal 500, PLC Which Lawyer, Chambers Guides and IFLR 1000.
The firm's Limassol office houses the Honorary Consulates of Japan and Portugal in Cyprus.
Andreas Neocleous & Co LLC was an active proponent to the business community and the public in Cyprus of the benefits of genuine licensed software.
The firm was widely consulted by the international press for comment and opinion regarding the Cyprus economic situation. "
473 ," The succession order to the throne of the Romanian monarchy, abolished since 1947, was regulated by the monarchical constitution of 1938, suspended by the Royal Law Decree no. 3052 of September 1940 and the 1884 Law of the Romanian Royal House Rules enacted pursuant to the 1866 Constitution of Romania which had confirmed the enthronement of Prince Karl (Carol) of Hohenzollern-Sigmaringen. The 1938 Constitution stipulated Salic law, according to which the throne was hereditary in King Carol I's legitimate descent and, if his male issue failed, in the descent of his brothers of the Sigmaringen princely branch of the House of Hohenzollern, according to agnatic primogeniture and to the perpetual exclusion of females and their descendants. The last monarch to reign in Romania was King Michael I, who was born in 1921, abdicated his throne on 30 December 1947 under coercion, and went into exile in Switzerland. He died on 5 December 2017 in Aubonne, Switzerland.

 "
474 ," Pacaca, also called Pacacua, was a Costa Rican indigenous kingdom of the 16th century, whose inhabitants belonged to the Huetar people and culture and whose main seat was in the current Mora Canton, San José Province, Costa Rica, in the place called today with the name of Tabarcia.The kingdom of Pacaca was the first indigenous community of the Central Valley of Costa Rica that had contact with the Spanish, in 1522. The news about this town and its king Huetara come from the relationship written by the treasurer Andrés de Cereceda regarding the towns visited by the expedition of Gil González Dávila in 1522-1523 and the amount of baptisms carried out and the gold obtained in each one. After passing through the domains of a king named Cob (which historian Ricardo Fernández Guardia locates in the Tusubres and Carlos Molina Montes de Oca between the Naranjo and Savegre rivers) the expedition continued twelve leagues (sixty-six kilometers) through the coast, with southeast-northwest direction, and then marched into the territory for a distance of eight leagues (forty-four kilometers), until reaching the Western Huetar Kingdom. Cereceda succinctly stated that 'Chief Huetara is 20 leagues ahead, 12 along the coast and 8 inland: 28 souls were baptized: he gave 433 pesos, 4 tomines.' The small number of baptisms and the small amount of gold obtained seem to indicate that it was not a particularly rich or important community, although it must also be taken into account that González Dávila did not explore further and his expedition soon returned to the coast to continue the trip northwest.
In his work Garabito, nuestra raíz perdida (1981), dedicated to the figure of a great king Huetar, Oscar Bákit raised the possibility that the monarch visited by González Dávila had belonged to the Mesoamerican culture groups, which at the beginning of the 16th century were located in various places in the Costa Rican Pacific, such as Chomes, Gurutina and Chorotega. However, Carlos Molina Montes de Oca, in Garcimuñoz, la ciudad que nunca murió, identifies the town of Huetar with the indigenous kingdom of Pacaca, which was in the interior, near the current Tabarcia, precisely in a region consistent with the distances consigned by Cereceda, and that belonged to the great cultural space called today as Intermediate Area. The belonging of the town of Huetar to the Intermediate Area and not to the Mesoamerican cultural space seems to be confirmed by the fact that with respect to the next kingdom visited by the expeditionaries on the coast, that of Chorotega, Cereceda stated that '... it is Caribbean (man-eating) ), and from now on they are ... '. Indeed, it is known without a doubt that both Chorotega and the next two kings visited, Gurutina and Chomes, belonged to the cultural area of Mesoamerica, where the custom of ritual anthropophagy prevailed.On the other hand, it is quite possible that Huetara was not the monarch's own name, but that of his people or that of the language he spoke, since the denomination of huetares was extensive to a large number of indigenous peoples in Costa Rica. "
475 ," Roger A. Agpawa is an American mayor of Markham, Illinois.  He had served as fire chief in neighboring Country Club Hills, Illinois.  Having been convicted in 1999 of a felony mail fraud in a federal health insurance case, he is one of the first convicted felons to have been elected mayor.  Experts state that he would be ineligible to serve in the highest office in that city, despite being sworn in as mayor in October 2018. Agpawa, who is 58, who is fire chief in Country Club Hills, his story is depicted as a tale of redemption, “restorative justice” and second chances. He accepted responsibility for a crime 20 years earlier, had paid his debt to society and become a model citizen.
The remedy that allowed Agpawa to take office was a “Restoration of Rights of Citizenship” signed on Sept 14, 2018, by the State of Illinois Governor Bruce Rauner. Agpawa was sworn into office on Sept 25, 2018
On Sept. 28, 2018, a Cook County judge vacated his earlier order that had prevented Agpawa from serving as mayor. A representative for the Cook County state's attorney's office said Agpawa found a “legally sufficient” way to hold office. Nothing like this has ever happened before and Wednesday night the swearing-in ceremony was held for Agpawa and all were watching history. In addition to serving residents of Markham, Agpawa is poised to become a leading voice among south suburban municipal officials. He's well known to legislators, politicians and business leaders through his role as fire chief. "
476 ," Ablepharus budaki, commonly known as Budak's snake-eyed skink, is a species of skink, a lizard in the family Scincidae. The species is endemic to the Near East. "
477 ," Guantes de oro ('Golden Gloves') is a 1961 Mexican film. It was directed by 
Chano Urueta. "
478 ," Marc Beckers (born 19 October 1973) is a former German footballer.Beckers made two appearances for Borussia Mönchengladbach in the Bundesliga during his playing career. "
479 ," Blindstone is a Danish rock trio formed 2002 in Thisted, Denmark. The band has released eight albums so far: Manifesto (2003), Freedom's Calling (2008), Rise Above (2010), Greetings From The Karma Factory (2012), Rare Tracks (2012), Live in Denmark (2015), The Seventh Cycle Of Eternity (2016), Blues-O-Delic Celebration - A Tribute To The Blues (2017), and Deliverance at The Crossroads (2019). The current lineup consists of Martin J. Andersen (guitars, vocals), Jesper Bunk (bass) and Anders Hvidtfeldt (drums), who replaced original drummer, Benjamin Hove a few months after the debut album was released in 2003. Andersen and Bunk made an appearance on George Clinton album How Late Do U Have 2BB4UR Absent? (2005) providing guitar and bass parts on a cover version of the old rock classic Whole Lotta Shakin' Goin On. Although Blindstone have recorded cover versions of songs by artists such as Jimi Hendrix, Frank Zappa, Robin Trower, Funkadelic, Frank Marino and The Isley Brothers on their albums, the band's releases mainly consist of original material. All Blindstone albums have been released by New York based record company Grooveyard Records which is specialized in guitar oriented rock music. 
Blindstone's second album Freedom's Calling was record of the month in Cutting Edge Magazine, September 2008.  The album also got a 5 out of 5 rating by Scott Heller on Aural Innovations web zine. 
Rise Above (2010) likewise received excellent reviews, an example being that of the Sea Of Tranquility  website, where the album was rated four-and-a-half stars, out of five. The album contains guest appearances by King's X guitarist Ty Tabor and renowned Danish guitarist Poul Halberg. Tabor also mastered the album. "
